values
6.565482376316
11.943921850953
15.121240462873
16.237640606753
15.523388780336
13.597751992642
10.844859700214
7.5649980555385
3.8772290064344
2.9641300813682
5.3515270486867
6.6427504706291
7.0075658035596
6.5838970222875
5.6837494674398
4.4537996390823
3.0567946339076
1.5485230060558
1.8372204384897
3.3467998514084
4.2343284317106
4.5404804553198
4.3188242048007
3.7779948640929
3.0456833627207
2.1654223662363
1.1239671511409
