id,u,x,y,z
0,1.1407467839022,0.5,-0.9,0
0.575,3.1192716676809,0.5,-0.325,0
1.15,-2.6175760590462,0.5,0.25,0
1.725,-2.3228716525221,0.5,0.825,0
2.3,0.93284289946732,0.5,1.4,0
