id,u,x,y,z
0,-1.1407523117604,-0.5,-0.9,0
0.575,-3.1192698998733,-0.5,-0.325,0
1.15,2.6175760032011,-0.5,0.25,0
1.725,2.3228698004762,-0.5,0.825,0
2.3,-0.9328373862911,-0.5,1.4,0
