id,u,x,y,z
68,-3.0882656778257,-0.5,-0.7,0
69,-3.319153026664,-0.4,-0.7,0
70,-3.0735124299152,-0.3,-0.7,0
71,-2.361935303747,-0.2,-0.7,0
72,-1.2822406905868,-0.1,-0.7,0
73,-1.1052218142956e-15,0,-0.7,0
74,1.2822406905868,0.1,-0.7,0
75,2.361935303747,0.2,-0.7,0
76,3.0735124299152,0.3,-0.7,0
77,3.319153026664,0.4,-0.7,0
78,3.0882656778257,0.5,-0.7,0
79,2.4625502168853,0.6,-0.7,0
80,1.6061006272647,0.7,-0.7,0
81,0.74268627860681,0.8,-0.7,0
82,0.12471215202792,0.9,-0.7,0
83,0,1,-0.7,0
84,-0.1463304267998,-0.9,-0.6,0
85,0,-1,-0.6,0
86,-0.87255216679731,-0.8,-0.6,0
87,-1.8873577411403,-0.7,-0.6,0
88,-2.8940467653533,-0.6,-0.6,0
89,-3.6295751324317,-0.5,-0.6,0
90,-3.9010432080405,-0.4,-0.6,0
91,-3.6124028770005,-0.3,-0.6,0
92,-2.7760926629145,-0.2,-0.6,0
93,-1.5070862803116,-0.1,-0.6,0
94,-1.4509454269143e-15,0,-0.6,0
95,1.5070862803116,0.1,-0.6,0
96,2.7760926629145,0.2,-0.6,0
97,3.6124028770005,0.3,-0.6,0
98,3.9010432080405,0.4,-0.6,0
99,3.6295751324317,0.5,-0.6,0
100,2.8940467653533,0.6,-0.6,0
101,1.8873577411403,0.7,-0.6,0
102,0.87255216679731,0.8,-0.6,0
103,0.1463304267998,0.9,-0.6,0
104,0,1,-0.6,0
105,-0.15336046078914,-0.9,-0.5,0
106,0,-1,-0.5,0
107,-0.91650354578443,-0.8,-0.5,0
108,-1.983174547723,-0.7,-0.5,0
109,-3.0414393349501,-0.6,-0.5,0
110,-3.8147396549987,-0.5,-0.5,0
111,-4.1002568313653,-0.4,-0.5,0
112,-3.7969923643098,-0.3,-0.5,0
113,-2.9180024908833,-0.2,-0.5,0
114,-1.5841426141552,-0.1,-0.5,0
115,-1.1448193932313e-15,0,-0.5,0
116,1.5841426141552,0.1,-0.5,0
117,2.9180024908833,0.2,-0.5,0
118,3.7969923643098,0.3,-0.5,0
119,4.1002568313653,0.4,-0.5,0
120,3.8147396549987,0.5,-0.5,0
121,3.0414393349501,0.6,-0.5,0
122,1.983174547723,0.7,-0.5,0
123,0.91650354578443,0.8,-0.5,0
124,0.15336046078914,0.9,-0.5,0
125,0,1,-0.5,0
126,-0.14500107622617,-0.9,-0.4,0
127,0,-1,-0.4,0
128,-0.87002305563708,-0.8,-0.4,0
129,-1.8838755691711,-0.7,-0.4,0
130,-2.8899515249417,-0.6,-0.4,0
131,-3.6252671589089,-0.5,-0.4,0
132,-3.8969441964257,-0.4,-0.4,0
133,-3.6089146030961,-0.3,-0.4,0
134,-2.773557449819,-0.2,-0.4,0
135,-1.5057531585345,-0.1,-0.4,0
136,-9.855696401482e-16,0,-0.4,0
137,1.5057531585345,0.1,-0.4,0
138,2.773557449819,0.2,-0.4,0
139,3.6089146030961,0.3,-0.4,0
140,3.8969441964257,0.4,-0.4,0
141,3.6252671589089,0.5,-0.4,0
142,2.8899515249417,0.6,-0.4,0
143,1.8838755691711,0.7,-0.4,0
144,0.87002305563708,0.8,-0.4,0
145,0.14500107622617,0.9,-0.4,0
146,0,1,-0.4,0
147,-0.12191957084545,-0.9,-0.3,0
148,0,-1,-0.3,0
149,-0.73737316636047,-0.8,-0.3,0
150,-1.5987849539546,-0.7,-0.3,0
151,-2.4539459782598,-0.6,-0.3,0
152,-3.0792138119601,-0.5,-0.3,0
153,-3.3105395949991,-0.4,-0.3,0
154,-3.0661818819541,-0.3,-0.3,0
155,-2.3566073168489,-0.2,-0.3,0
156,-1.2794389163636,-0.1,-0.3,0
157,-7.0778368926568e-16,0,-0.3,0
158,1.2794389163636,0.1,-0.3,0
159,2.3566073168489,0.2,-0.3,0
160,3.0661818819541,0.3,-0.3,0
161,3.3105395949991,0.4,-0.3,0
162,3.0792138119601,0.5,-0.3,0
163,2.4539459782598,0.6,-0.3,0
164,1.5987849539546,0.7,-0.3,0
165,0.73737316636047,0.8,-0.3,0
166,0.12191957084545,0.9,-0.3,0
167,0,1,-0.3,0
168,-0.08617134467048,-0.9,-0.2,0
169,0,-1,-0.2,0
170,-0.53115022133614,-0.8,-0.2,0
171,-1.1552740621158,-0.7,-0.2,0
172,-1.7754715307417,-0.6,-0.2,0
173,-2.2293669168181,-0.5,-0.2,0
174,-2.397811431341,-0.4,-0.2,0
175,-2.2213812572401,-0.3,-0.2,0
176,-1.7075736159302,-0.2,-0.2,0
177,-0.92714658499425,-0.1,-0.2,0
178,-7.730234570546e-16,0,-0.2,0
179,0.92714658499425,0.1,-0.2,0
180,1.7075736159302,0.2,-0.2,0
181,2.2213812572401,0.3,-0.2,0
182,2.397811431341,0.4,-0.2,0
183,2.2293669168181,0.5,-0.2,0
184,1.7754715307417,0.6,-0.2,0
185,1.1552740621158,0.7,-0.2,0
186,0.53115022133614,0.8,-0.2,0
187,0.086171344670481,0.9,-0.2,0
188,0,1,-0.2,0
189,-0.040978491626655,-0.9,-0.1,0
190,0,-1,-0.1,0
191,-0.27101281575197,-0.8,-0.1,0
192,-0.59602869180618,-0.7,-0.1,0
193,-0.92008381227308,-0.6,-0.1,0
194,-1.1580105101889,-0.5,-0.1,0
195,-1.2472408581322,-0.4,-0.1,0
196,-1.1564716934715,-0.3,-0.1,0
197,-0.8894524756368,-0.2,-0.1,0
198,-0.48307893776745,-0.1,-0.1,0
199,-9.3760362310411e-16,0,-0.1,0
200,0.48307893776745,0.1,-0.1,0
201,0.8894524756368,0.2,-0.1,0
202,1.1564716934715,0.3,-0.1,0
203,1.2472408581322,0.4,-0.1,0
204,1.1580105101889,0.5,-0.1,0
205,0.92008381227308,0.6,-0.1,0
206,0.59602869180618,0.7,-0.1,0
207,0.27101281575197,0.8,-0.1,0
208,0.040978491626656,0.9,-0.1,0
209,0,1,-0.1,0
210,0.0096128273818503,-0.9,0,0
211,0,-1,0,0
212,0.018294616362599,-0.8,0,0
213,0.02520165772618,-0.7,0,0
214,0.029657817749299,-0.6,0,0
215,0.031220743011415,-0.5,0,0
216,0.029727526492451,-0.4,0,0
217,0.02531444889173,-0.3,0,0
218,0.018407407589726,-0.2,0,0
219,0.0096825362246355,-0.1,0,0
220,-1.2730381218966e-15,0,0,0
221,-0.0096825362246377,0.1,0,0
222,-0.018407407589727,0.2,0,0
223,-0.02531444889173,0.3,0,0
224,-0.029727526492451,0.4,0,0
225,-0.031220743011414,0.5,0,0
226,-0.029657817749298,0.6,0,0
227,-0.025201657726179,0.7,0,0
228,-0.018294616362598,0.8,0,0
229,-0.00961282738185,0.9,0,0
230,0,1,0,0
231,0.061165082929063,-0.9,0.1,0
232,0,-1,0.1,0
233,0.30943422714177,-0.8,0.1,0
234,0.64896313490674,-0.7,0.1,0
235,0.98238878548026,-0.6,0.1,0
236,1.2236112351379,-0.5,0.1,0
237,1.3097157598255,-0.4,0.1,0
238,1.2096810868656,-0.3,0.1,0
239,0.92814883760105,-0.2,0.1,0
240,0.50343545801056,-0.1,0.1,0
241,-1.8526846723432e-15,0,0.1,0
242,-0.50343545801056,0.1,0.1,0
243,-0.92814883760105,0.2,0.1,0
244,-1.2096810868656,0.3,0.1,0
245,-1.3097157598255,0.4,0.1,0
246,-1.2236112351379,0.5,0.1,0
247,-0.98238878548026,0.6,0.1,0
248,-0.64896313490674,0.7,0.1,0
249,-0.30943422714177,0.8,0.1,0
250,-0.061165082929063,0.9,0.1,0
251,0,1,0.1,0
252,0.10933279799921,-0.9,0.2,0
253,0,-1,0.2,0
254,0.57524519954798,-0.8,0.2,0
255,1.2160496843494,-0.7,0.2,0
256,1.8470419068276,-0.6,0.2,0
257,2.3047650991327,-0.5,0.2,0
258,2.469656623126,-0.4,0.2,0
259,2.2826015415528,-0.3,0.2,0
260,1.7521132573797,-0.2,0.2,0
261,0.95058285589667,-0.1,0.2,0
262,-2.3561318737344e-15,0,0.2,0
263,-0.95058285589668,0.1,0.2,0
264,-1.7521132573797,0.2,0.2,0
265,-2.2826015415528,0.3,0.2,0
266,-2.469656623126,0.4,0.2,0
267,-2.3047650991327,0.5,0.2,0
268,-1.8470419068276,0.6,0.2,0
269,-1.2160496843494,0.7,0.2,0
270,-0.57524519954798,0.8,0.2,0
271,-0.10933279799921,0.9,0.2,0
272,0,1,0.2,0
273,0.1503529797085,-0.9,0.3,0
274,0,-1,0.3,0
275,0.79152840322318,-0.8,0.3,0
276,1.6734766125685,-0.7,0.3,0
277,2.5419778786565,-0.6,0.3,0
278,3.1720393158318,-0.5,0.3,0
279,3.399071481527,-0.4,0.3,0
280,3.141682539171,-0.3,0.3,0
281,2.4115715573194,-0.2,0.3,0
282,1.3083723194557,-0.1,0.3,0
283,-2.3591663729985e-15,0,0.3,0
284,-1.3083723194557,0.1,0.3,0
285,-2.4115715573194,0.2,0.3,0
286,-3.141682539171,0.3,0.3,0
287,-3.399071481527,0.4,0.3,0
288,-3.1720393158318,0.5,0.3,0
289,-2.5419778786565,0.6,0.3,0
290,-1.6734766125685,0.7,0.3,0
291,-0.79152840322318,0.8,0.3,0
292,-0.1503529797085,0.9,0.3,0
293,0,1,0.3,0
294,0.18149851077466,-0.9,0.4,0
295,0,-1,0.4,0
296,0.9395812235897,-0.8,0.4,0
297,1.9799047403206,-0.7,0.4,0
298,3.00326934096,-0.6,0.4,0
299,3.7449140317949,-0.5,0.4,0
300,4.0112060013852,-0.4,0.4,0
301,3.7064711979726,-0.3,0.4,0
302,2.8446430631731,-0.2,0.4,0
303,1.5431946170944,-0.1,0.4,0
304,-2.3041235166683e-15,0,0.4,0
305,-1.5431946170944,0.1,0.4,0
306,-2.8446430631731,0.2,0.4,0
307,-3.7064711979726,0.3,0.4,0
308,-4.0112060013852,0.4,0.4,0
309,-3.7449140317949,0.5,0.4,0
310,-3.00326934096,0.6,0.4,0
311,-1.9799047403206,0.7,0.4,0
312,-0.9395812235897,0.8,0.4,0
313,-0.18149851077466,0.9,0.4,0
314,0,1,0.4,0
315,0.20145359309195,-0.9,0.5,0
316,0,-1,0.5,0
317,1.0082430761911,-0.8,0.5,0
318,2.1100003185968,-0.7,0.5,0
319,3.1913526230214,-0.6,0.5,0
320,3.9733180172825,-0.5,0.5,0
321,4.2519712523237,-0.4,0.5,0
322,3.9267325053647,-0.3,0.5,0
323,3.0126564853524,-0.2,0.5,0
324,1.6340370312482,-0.1,0.5,0
325,-1.6540527634832e-15,0,0.5,0
326,-1.6340370312482,0.1,0.5,0
327,-3.0126564853524,0.2,0.5,0
328,-3.9267325053647,0.3,0.5,0
329,-4.2519712523237,0.4,0.5,0
330,-3.9733180172825,0.5,0.5,0
331,-3.1913526230214,0.6,0.5,0
332,-2.1100003185968,0.7,0.5,0
333,-1.0082430761911,0.8,0.5,0
334,-0.20145359309195,0.9,0.5,0
335,0,1,0.5,0
336,0.21057536405746,-0.9,0.6,0
337,0,-1,0.6,0
338,0.99525715505432,-0.8,0.6,0
339,2.0573203820519,-0.7,0.6,0
340,3.0954273295766,-0.6,0.6,0
341,3.8431402386561,-0.5,0.6,0
342,4.1058702329697,-0.4,0.6,0
343,3.7879423374536,-0.3,0.6,0
344,2.9043748773542,-0.2,0.6,0
345,1.5747783362331,-0.1,0.6,0
346,-1.1657341758564e-15,0,0.6,0
347,-1.5747783362331,0.1,0.6,0
348,-2.9043748773542,0.2,0.6,0
349,-3.7879423374536,0.3,0.6,0
350,-4.1058702329698,0.4,0.6,0
351,-3.8431402386561,0.5,0.6,0
352,-3.0954273295766,0.6,0.6,0
353,-2.0573203820519,0.7,0.6,0
354,-0.99525715505432,0.8,0.6,0
355,-0.21057536405746,0.9,0.6,0
356,0,1,0.6,0
357,0.21100936689628,-0.9,0.7,0
358,0,-1,0.7,0
359,0.90781091083326,-0.8,0.7,0
360,1.8354526744735,-0.7,0.7,0
361,2.7352105229108,-0.6,0.7,0
362,3.3784526700129,-0.5,0.7,0
363,3.5984129177799,-0.4,0.7,0
364,3.3135442550712,-0.3,0.7,0
365,2.537741475249,-0.2,0.7,0
366,1.375140340455,-0.1,0.7,0
367,-5.603462002077e-16,0,0.7,0
368,-1.375140340455,0.1,0.7,0
369,-2.537741475249,0.2,0.7,0
370,-3.3135442550712,0.3,0.7,0
371,-3.5984129177799,0.4,0.7,0
372,-3.3784526700129,0.5,0.7,0
373,-2.7352105229108,0.6,0.7,0
374,-1.8354526744735,0.7,0.7,0
375,-0.90781091083326,0.8,0.7,0
376,-0.21100936689628,0.9,0.7,0
377,0,1,0.7,0
378,0.20662190259997,-0.9,0.8,0
379,0,-1,0.8,0
380,0.76217190009193,-0.8,0.8,0
381,1.4772930645138,-0.7,0.8,0
382,2.159915607682,-0.6,0.8,0
383,2.6403199188528,-0.5,0.8,0
384,2.7949124284304,-0.4,0.8,0
385,2.5638857585438,-0.3,0.8,0
386,1.9590884228565,-0.2,0.8,0
387,1.0602664071648,-0.1,0.8,0
388,1.2490009027033e-16,0,0.8,0
389,-1.0602664071648,0.1,0.8,0
390,-1.9590884228565,0.2,0.8,0
391,-2.5638857585437,0.3,0.8,0
392,-2.7949124284304,0.4,0.8,0
393,-2.6403199188528,0.5,0.8,0
394,-2.159915607682,0.6,0.8,0
395,-1.4772930645138,0.7,0.8,0
396,-0.76217190009193,0.8,0.8,0
397,-0.20662190259997,0.9,0.8,0
398,0,1,0.8,0
399,0.20268513217609,-0.9,0.9,0
400,0,-1,0.9,0
401,0.58236141935902,-0.8,0.9,0
402,1.0324820563261,-0.7,0.9,0
403,1.4445980979914,-0.6,0.9,0
404,1.7224523478178,-0.5,0.9,0
405,1.7959869515485,-0.4,0.9,0
406,1.6321596818528,-0.3,0.9,0
407,1.2400687459544,-0.2,0.9,0
408,0.66907085539668,-0.1,0.9,0
409,4.9779673875563e-16,0,0.9,0
410,-0.66907085539668,0.1,0.9,0
411,-1.2400687459544,0.2,0.9,0
412,-1.6321596818528,0.3,0.9,0
413,-1.7959869515485,0.4,0.9,0
414,-1.7224523478178,0.5,0.9,0
415,-1.4445980979914,0.6,0.9,0
416,-1.0324820563261,0.7,0.9,0
417,-0.58236141935902,0.8,0.9,0
418,-0.20268513217609,0.9,0.9,0
419,0,1,0.9,0
420,0.20516799803344,-0.9,1,0
421,0,-1,1,0
422,0.39775684232525,-0.8,1,0
423,0.56310364287444,-0.7,1,0
424,0.68426469170199,-0.6,1,0
425,0.74435444916161,-0.5,1,0
426,0.73055101771577,-0.4,1,0
427,0.63811223561905,-0.3,1,0
428,0.47290860168838,-0.2,1,0
429,0.25168589611652,-0.1,1,0
430,5.1000870193718e-16,0,1,0
431,-0.25168589611652,0.1,1,0
432,-0.47290860168838,0.2,1,0
433,-0.63811223561905,0.3,1,0
434,-0.73055101771577,0.4,1,0
435,-0.74435444916161,0.5,1,0
436,-0.68426469170199,0.6,1,0
437,-0.56310364287444,0.7,1,0
438,-0.39775684232525,0.8,1,0
439,-0.20516799803344,0.9,1,0
440,0,1,1,0
441,0.21926089800713,-0.9,1.1,0
442,0,-1,1.1,0
443,0.23927969239999,-0.8,1.1,0
444,0.13771389942584,-0.7,1.1,0
445,-0.013627556534135,-0.6,1.1,0
446,-0.15695940344719,-0.5,1.1,0
447,-0.25243055350126,-0.4,1.1,0
448,-0.27926756732519,-0.3,1.1,0
449,-0.23507899298108,-0.2,1.1,0
450,-0.13348204112624,-0.1,1.1,0
451,3.5172613338107e-16,0,1.1,0
452,0.13348204112624,0.1,1.1,0
453,0.23507899298108,0.2,1.1,0
454,0.27926756732519,0.3,1.1,0
455,0.25243055350126,0.4,1.1,0
456,0.15695940344719,0.5,1.1,0
457,0.013627556534135,0.6,1.1,0
458,-0.13771389942584,0.7,1.1,0
459,-0.23927969239999,0.8,1.1,0
460,-0.21926089800713,0.9,1.1,0
461,0,1,1.1,0
462,0.24613984045102,-0.9,1.2,0
463,0,-1,1.2,0
464,0.13314380584647,-0.8,1.2,0
465,-0.17644057183252,-0.7,1.2,0
466,-0.53737816730594,-0.6,1.2,0
467,-0.8350799878504,-0.5,1.2,0
468,-0.99161350150695,-0.4,1.2,0
469,-0.96839389598313,-0.3,1.2,0
470,-0.76643215718646,-0.2,1.2,0
471,-0.42239090725456,-0.1,1.2,0
472,1.4051260155412e-16,0,1.2,0
473,0.42239090725456,0.1,1.2,0
474,0.76643215718646,0.2,1.2,0
475,0.96839389598313,0.3,1.2,0
476,0.99161350150695,0.4,1.2,0
477,0.83507998785041,0.5,1.2,0
478,0.53737816730594,0.6,1.2,0
479,0.17644057183252,0.7,1.2,0
480,-0.13314380584647,0.8,1.2,0
481,-0.24613984045102,0.9,1.2,0
482,0,1,1.2,0
483,0.27494770773208,-0.9,1.3,0
484,0,-1,1.3,0
485,0.089423111065599,-0.8,1.3,0
486,-0.32351545691986,-0.7,1.3,0
487,-0.77822257619565,-0.6,1.3,0
488,-1.1398301765367,-0.5,1.3,0
489,-1.3179601611268,-0.4,1.3,0
490,-1.2689013403211,-0.3,1.3,0
491,-0.99629570430908,-0.2,1.3,0
492,-0.54681694502662,-0.1,1.3,0
493,-6.3552768067861e-17,0,1.3,0
494,0.54681694502662,0.1,1.3,0
495,0.99629570430908,0.2,1.3,0
496,1.2689013403211,0.3,1.3,0
497,1.3179601611268,0.4,1.3,0
498,1.1398301765367,0.5,1.3,0
499,0.77822257619565,0.6,1.3,0
500,0.32351545691986,0.7,1.3,0
501,-0.089423111065599,0.8,1.3,0
502,-0.27494770773208,0.9,1.3,0
503,0,1,1.3,0
504,0.2600060683813,-0.9,1.4,0
505,0,-1,1.4,0
506,0.076506538645555,-0.8,1.4,0
507,-0.26861756685237,-0.7,1.4,0
508,-0.63332370565694,-0.6,1.4,0
509,-0.91723267914371,-0.5,1.4,0
510,-1.0534184702628,-0.4,1.4,0
511,-1.0099757351605,-0.3,1.4,0
512,-0.7909955071005,-0.2,1.4,0
513,-0.43354807958029,-0.1,1.4,0
514,-3.6606441309704e-17,0,1.4,0
515,0.43354807958029,0.1,1.4,0
516,0.7909955071005,0.2,1.4,0
517,1.0099757351605,0.3,1.4,0
518,1.0534184702628,0.4,1.4,0
519,0.91723267914371,0.5,1.4,0
520,0.63332370565694,0.6,1.4,0
521,0.26861756685237,0.7,1.4,0
522,-0.076506538645555,0.8,1.4,0
523,-0.2600060683813,0.9,1.4,0
524,0,1,1.4,0
525,0,-0.9,1.5,0
526,0,-1,1.5,0
527,0,-0.8,1.5,0
528,0,-0.7,1.5,0
529,0,-0.6,1.5,0
530,0,-0.5,1.5,0
531,0,-0.4,1.5,0
532,0,-0.3,1.5,0
533,0,-0.2,1.5,0
534,0,-0.1,1.5,0
535,0,0,1.5,0
536,0,0.1,1.5,0
537,0,0.2,1.5,0
538,0,0.3,1.5,0
539,0,0.4,1.5,0
540,0,0.5,1.5,0
541,0,0.6,1.5,0
542,0,0.7,1.5,0
543,0,0.8,1.5,0
544,0,0.9,1.5,0
545,0,1,1.5,0
